question,answer
"Только в 1976—1980 годах это позволило сократить простой на 2 месяца и дало общую экономию в сумме 500 тысяч ₽.","Только в 1976—1980 годах это позволило сократить простой на 2 месяца и дало общую экономию в сумме 500 тысяч рублей."
"Сверх плана переработано 66,8 тысячи тонн нефти, сэкономлено энергоресурсов, реагентов и топлива на 34 тысячи ₽.","Сверх плана переработано 66,8 тысячи тонн нефти, сэкономлено энергоресурсов, реагентов и топлива на 34 тысячи рублей."
"Объём произведенной сельскохозяйственной продукции в хозяйствах района составляет более одного миллиарда ₽ в год.","Объём произведенной сельскохозяйственной продукции в хозяйствах района составляет более одного миллиарда рублей в год."
"Другой аспект многомерных моделей — это теория мембран (или браны), которая рассматривает нашу Вселенную как четырёхмерную поверхность (трёхмерная пространство + время), "плавающую" в многомерном пространстве.","Другой аспект многомерных моделей — это теория мембран (или браны), которая рассматривает нашу Вселенную как четырёхмерную поверхность (трёхмерная пространство плюс время), "плавающую" в многомерном пространстве."
"Имел капитал в сумме 10 миллионов ₽.","Имел капитал в сумме 10 миллионов рублей."
"Для этого в 1883 году он приобрёл усадьбу по Покровской улице, 5 с двухэтажным домом в стиле классицизма, и сделал банковский вклад в 100 тысяч ₽, на проценты с которого должна была существовать богадельня.","Для этого в 1883 году он приобрёл усадьбу по Покровской улице, 5 с двухэтажным домом в стиле классицизма, и сделал банковский вклад в 100 тысяч рублей, на проценты с которого должна была существовать богадельня."
"На его строительство Дегтерёв потратил 49 394 ₽.","На его строительство Дегтерёв потратил 49 394 рубля."
"Также Михаил Дегтерёв пожертвовал 40 000 ₽ на больницу для чернорабочих, по 15 000 ₽ на стипендии студентам Политехнического института и ученикам Коммерческого училища.","Также Михаил Дегтерёв пожертвовал 40 000 рублей на больницу для чернорабочих, по 15 000 рублей на стипендии студентам Политехнического института и ученикам Коммерческого училища."
"В своём завещании Дегтерёв передал Киеву на благотворительные цели недвижимое имущество на сумму 2 500 000 ₽ и около 2 миллионов в ценных бумагах и наличными.","В своём завещании Дегтерёв передал Киеву на благотворительные цели недвижимое имущество на сумму 2 500 000 рублей и около 2 миллионов в ценных бумагах и наличными."
"Он передал в муниципальную собственность два дома на Крещатике, выделил средства на содержание «вдовьего дома» и Подольской богадельни, завещал 50 тысяч ₽ больнице для чернорабочих на строительство нового корпуса на 25 мест, назначил восемь стипендий для малоимущих учеников двух подольских гимназий и реального училища, пожертвовал несколько тысяч ₽ и ценные иконы Флоровскому и Братскому монастырям, Киево-Печерской лавре, Ильинской, Покровской, Трёхсвятительской, Георгиевской церквям, а также монастырям и церквям за пределами Киева.","Он передал в муниципальную собственность два дома на Крещатике, выделил средства на содержание «вдовьего дома» и Подольской богадельни, завещал 50 тысяч рублей больнице для чернорабочих на строительство нового корпуса на 25 мест, назначил восемь стипендий для малоимущих учеников двух подольских гимназий и реального училища, пожертвовал несколько тысяч рублей и ценные иконы Флоровскому и Братскому монастырям, Киево-Печерской лавре, Ильинской, Покровской, Трёхсвятительской, Георгиевской церквям, а также монастырям и церквям за пределами Киева."
"Треугольное (дельтавидное англ. delta-wing — получило наименование по начертанию греческой буквы Δ) крыло жёстче и легче как прямого, так и стреловидного и чаще всего используется на самолетах, спроектированных для полета на скоростях свыше M = 2.","Треугольное (дельтавидное англ. delta-wing — получило наименование по начертанию греческой буквы дельта) крыло жёстче и легче как прямого, так и стреловидного и чаще всего используется на самолетах, спроектированных для полета на скоростях свыше M = 2."
"В продаже на домашнем рынке по цене от 155 900 до 209 900 ¥ (24 460 — 32 800 $).","В продаже на домашнем рынке по цене от 155 900 до 209 900 юаней (24 460 — 32 800 долларов)."
"Dollar Tree, Inc. — американская сеть магазинов фиксированной цены, продающая товары по цене 1 $.","Dollar Tree, Inc. — американская сеть магазинов фиксированной цены, продающая товары по цене 1 доллар."
"5 марта 1995 года Dollar Tree, Inc. разместила свои акции на бирже NASDAQ; капитализация компании составила 225 млн $.","5 марта 1995 года Dollar Tree, Inc. разместила свои акции на бирже NASDAQ; капитализация компании составила 225 млн долларов."
"28 июля 2014 года компания объявила, что предложила 9,2 млрд $ для покупки конкурирующей сети Family Dollar.","28 июля 2014 года компания объявила, что предложила 9,2 млрд долларов для покупки конкурирующей сети Family Dollar."
"18 августа 2014 ещё одна сеть — Dollar General — предложила 9,7 млрд $ Family Dollar, однако совет директоров компании отклонил его, сообщив, что намерен заключить сделку именно с Dollar Tree.","18 августа 2014 ещё одна сеть — Dollar General — предложила 9,7 млрд долларов Family Dollar, однако совет директоров компании отклонил его, сообщив, что намерен заключить сделку именно с Dollar Tree."
"Компания утверждает, что смогла добиться этого, потому что их покупатели «тяжело работают, чтобы найти лучшие предложения у них», и имеет «большой контроль над огромной покупательной способностью одного $».","Компания утверждает, что смогла добиться этого, потому что их покупатели «тяжело работают, чтобы найти лучшие предложения у них», и имеет «большой контроль над огромной покупательной способностью одного доллара»."
"В 1977 году было создано 5-е Главное управление (исполнение наказаний, не связанных с лишением свободы), прежнее 5-е Управление сменило № на 12-е.","В 1977 году было создано 5-е Главное управление (исполнение наказаний, не связанных с лишением свободы), прежнее 5-е Управление сменило номер на 12-е."
"Фильм также стал кассовым провалом, заработав 164 миллиона $ по всему миру при производственном бюджете в 160 миллионов $.","Фильм также стал кассовым провалом, заработав 164 миллиона долларов по всему миру при производственном бюджете в 160 миллионов долларов."
"Каждая секунда экранного времени финальной части ленты стоила 83 000 $.","Каждая секунда экранного времени финальной части ленты стоила 83 000 долларов."
"Хотя европейские новые правые дистанцируют себя от политического насилия, по мнению Роджера Гриффина , они всё = олицетворяют собой «явную форму палингенетического ультранационализма и заслуживает названия «фашисты».","Хотя европейские новые правые дистанцируют себя от политического насилия, по мнению Роджера Гриффина , они всё равно олицетворяют собой «явную форму палингенетического ультранационализма и заслуживает названия «фашисты»."
"По данным переписи населения 2000 года, средний доход на одно жилье в городе составлял 27 101 $, а семьи — 29 201 $.","По данным переписи населения 2000 года, средний доход на одно жилье в городе составлял 27 101 доллар, а семьи — 29 201 доллар."
"Средний доход мужчин составлял 26 025 $, 20 299 $ у женщин.","Средний доход мужчин составлял 26 025 долларов, 20 299 долларов у женщин."
"Доход на душу населения в городе составлял 12 426 $.","Доход на душу населения в городе составлял 12 426 долларов."
"«Первый удар» имел огромный кассовый успех в Гонконге и собрал там 57 518 794 гонконгских $.","«Первый удар» имел огромный кассовый успех в Гонконге и собрал там 57 518 794 гонконгских долларов."
"В Северной Америке фильм вышел на экраны 10 января 1997 года, в 1344 североамериканских кинотеатрах, и собрал в первый уик-энд 5 778 933 $.","В Северной Америке фильм вышел на экраны 10 января 1997 года, в 1344 североамериканских кинотеатрах, и собрал в первый уик-энд 5 778 933 долларов."
"Его полные кассовые сборы в Северной Америке составляют 15 318 863 $.","Его полные кассовые сборы в Северной Америке составляют 15 318 863 долларов."
"Первый № вышел 15 января 1980 года, с тех пор он издаётся, как правило, один раз в месяц.","Первый номер вышел 15 января 1980 года, с тех пор он издаётся, как правило, один раз в месяц."
"Всего вышло 33 №.","Всего вышло 33 номера."
"Всего в мире на эсперанто выходит около 250 газет и журналов, многие ранее вышедшие № можно бесплатно скачать на специализированном сайте Gazetejo.org.","Всего в мире на эсперанто выходит около 250 газет и журналов, многие ранее вышедшие номера можно бесплатно скачать на специализированном сайте Gazetejo.org."
"В конце 1990-х годов стараниями чешских энтузиастов был возрождён издававшийся с 1922 по 1980-е годы журнал «Cosmoglotta» на языке окциденталь, ISSN 0010-9533 (к 2024 году вышло 332 №).","В конце 1990-х годов стараниями чешских энтузиастов был возрождён издававшийся с 1922 по 1980-е годы журнал «Cosmoglotta» на языке окциденталь, ISSN 0010-9533 (к 2024 году вышло 332 номера)."
"К 2018 году вышло 24 №.","К 2018 году вышло 24 номера."
"С мая 2015 года в Калининграде на языке Арахау издаётся журнал «Апокриф» («Golor») (7 номеров за 2015—2021 гг.), с апреля 2014 года этот же журнал («toki insa») выходит на языке Токипона (5 номеров за 2015—2018 гг.) и liputenpo с 2021 года, в июне 2016 года вышел экспериментальный № на пиктографическом языке Гингва.","С мая 2015 года в Калининграде на языке Арахау издаётся журнал «Апокриф» («Golor») (7 номеров за 2015—2021 гг.), с апреля 2014 года этот же журнал («toki insa») выходит на языке Токипона (5 номеров за 2015—2018 гг.) и liputenpo с 2021 года, в июне 2016 года вышел экспериментальный номер на пиктографическом языке Гингва."
"В 2014 году вышло четыре № (с частотой раз в месяц), с начала 2015 года изменилась частота выпуска.","В 2014 году вышло четыре номера (с частотой раз в месяц), с начала 2015 года изменилась частота выпуска."
"Лео Фалль: «Принцесса $».(1907), «Счастливый крестьянин» (1908)","Лео Фалль: «Принцесса долларов».(1907), «Счастливый крестьянин» (1908)"
"Континентальный воздух умеренных широт определяет летом тёплую погоду с температурами +15, +20 ° по Цельсию (днём +20, +25 С), с переменной кучевой облачностью, с небольшими скоростями ветра, которые к ночи снижаются до штиля (особенно к 2-3 часам ночи).","Континентальный воздух умеренных широт определяет летом тёплую погоду с температурами +15, +20 градусов по Цельсию (днём +20, +25 С), с переменной кучевой облачностью, с небольшими скоростями ветра, которые к ночи снижаются до штиля (особенно к 2-3 часам ночи)."
"Зимой умеренно-морозная, чаще без осадков, погода с температурным фоном −10, −15 ° по Цельсию.","Зимой умеренно-морозная, чаще без осадков, погода с температурным фоном −10, −15 градусов по Цельсию."
"По оценкам аналитика Майкла Пачтера, за первый день третьего сезона Epic Games продали более пяти миллионов боевых пропусков, что принесло им 50 миллионов $ прибыли за один день.","По оценкам аналитика Майкла Пачтера, за первый день третьего сезона Epic Games продали более пяти миллионов боевых пропусков, что принесло им 50 миллионов долларов прибыли за один день."
"При расширении Fortnite на мобильный рынок в марте 2018 году ежемесячная прибыль игры оценивалась сотнями миллионов $, и большую её часть приносила продажа боевых пропусков.","При расширении Fortnite на мобильный рынок в марте 2018 году ежемесячная прибыль игры оценивалась сотнями миллионов долларов, и большую её часть приносила продажа боевых пропусков."
"Пять % доходов сети идут на благотворительные нужды.","Пять процентов доходов сети идут на благотворительные нужды."
"Для открытия магазина Батт потребовалось взять в кредит 60 $.","Для открытия магазина Батт потребовалось взять в кредит 60 долларов."
"В кампании по сбору денег среди покупателей сеть собрала один миллион $ В дополнение к пожертвованиям, мобильная кухня H-E-B и отряды помощи при катастрофах раздали 10 000 порций горячей еды волонтёрам и жертвам урагана в Техасе.","В кампании по сбору денег среди покупателей сеть собрала один миллион долларов В дополнение к пожертвованиям, мобильная кухня H-E-B и отряды помощи при катастрофах раздали 10 000 порций горячей еды волонтёрам и жертвам урагана в Техасе."
"По оценкам в декабре 2013 года компания привлекла 118 миллионов $ венчурного финансирования, включая тур переговоров на 25 миллионов $; среди её инвесторов были фонд Kohlberg Kravis Roberts, венчурная компания Redpoint Ventures и частная инвестиционная компания Elevation Partners.","По оценкам в декабре 2013 года компания привлекла 118 миллионов долларов венчурного финансирования, включая тур переговоров на 25 миллионов долларов; среди её инвесторов были фонд Kohlberg Kravis Roberts, венчурная компания Redpoint Ventures и частная инвестиционная компания Elevation Partners."
"Кроме того, в 1880 году 431 десятину земли в деревне Пороги за 19 000 ₽ приобрело Товарищество «Горомов и Компания», а в 1884 году, жена кандидата права З. И. Розинг купила за 10 000 ₽ 75 десятин земли.","Кроме того, в 1880 году 431 десятину земли в деревне Пороги за 19 000 рублей приобрело Товарищество «Горомов и Компания», а в 1884 году, жена кандидата права З. И. Розинг купила за 10 000 рублей 75 десятин земли."
"Бортовой № — ОК-443.","Бортовой номер — ОК-443."
"Бортовой № — ОС-213.","Бортовой номер — ОС-213."
"Бортовой № — ОС-35;","Бортовой номер — ОС-35;"
"Бортовой № — ОС-368;","Бортовой номер — ОС-368;"
"Бортовой № — ОС-1328;","Бортовой номер — ОС-1328;"
"Бортовой № — ОК-373;","Бортовой номер — ОК-373;"
"Бортовые №: ОК-458, ОК-471, ОК-1773, ОК-1774 и ОК-1790;","Бортовые номера: ОК-458, ОК-471, ОК-1773, ОК-1774 и ОК-1790;"
"Бортовой № — РК-2147;","Бортовой номер — РК-2147;"
"«Усвойте раз и навсегда: эта книга не автобиография; рассказчик — это не Пруст собственной персоной <…> Книга, которую будто бы пишет рассказчик в книге Пруста, всё-таки остается книгой в книге и не вполне совпадает с „Поисками утраченного времени“, = как и рассказчик не вполне Пруст.","«Усвойте раз и навсегда: эта книга не автобиография; рассказчик — это не Пруст собственной персоной <…> Книга, которую будто бы пишет рассказчик в книге Пруста, всё-таки остается книгой в книге и не вполне совпадает с „Поисками утраченного времени“, равно как и рассказчик не вполне Пруст."
"Соревнования проводились как чемпионат любительского атлетического союза США по борьбе (AAU), который ввел новые правила: это был турнир с одним выбыванием, продолжительность схваток составляла шесть минут + дополнительные три минуты на овертайм, в случае, если не было зафиксировано ни одного удержания, окончательное решение принимал судья.","Соревнования проводились как чемпионат любительского атлетического союза США по борьбе (AAU), который ввел новые правила: это был турнир с одним выбыванием, продолжительность схваток составляла шесть минут плюс дополнительные три минуты на овертайм, в случае, если не было зафиксировано ни одного удержания, окончательное решение принимал судья."
"towave.ru — Ozon выкупит убыточный Sapato (В 2010 году чистый убыток — 42,6 миллиона ₽.)","towave.ru — Ozon выкупит убыточный Sapato (В 2010 году чистый убыток — 42,6 миллиона рублей.)"
"В документальном кинофильме «С твёрдым знаком на конце» (посвящённом 20-летию со дня создания газеты «КоммерсантЪ» и показанном на Первом канале 30 ноября 2009 года) его автор Леонид Парфенов демонстрирует № газеты «КоммерсантЪ» за 1992 год, где редакционная статья была адресована «новым русским».","В документальном кинофильме «С твёрдым знаком на конце» (посвящённом 20-летию со дня создания газеты «КоммерсантЪ» и показанном на Первом канале 30 ноября 2009 года) его автор Леонид Парфенов демонстрирует номер газеты «КоммерсантЪ» за 1992 год, где редакционная статья была адресована «новым русским»."
"В 59 играх забил 23 гола (чемпионат-2006 — 13 игр, 2 гола, чемпионат-2007 — 24 игры, 7 голов, чемпионат-2008 — 22 игры, 14 голов), + в пяти матчах Кубка Белоруссии один гол.","В 59 играх забил 23 гола (чемпионат-2006 — 13 игр, 2 гола, чемпионат-2007 — 24 игры, 7 голов, чемпионат-2008 — 22 игры, 14 голов), плюс в пяти матчах Кубка Белоруссии один гол."
"В январе 2012 года Газпром-Медиа Холдинг через свой телеканал ТНТ купил контрольный пакет Comedy Club Production (75 % - одна акция) за $350 млн — беспрецедентную для рынка сумму.","В январе 2012 года Газпром-Медиа Холдинг через свой телеканал ТНТ купил контрольный пакет Comedy Club Production (75 процентов минус одна акция) за $350 млн — беспрецедентную для рынка сумму."
"Physical Address Extension (PAE) — режим работы встроенного блока управления памятью x86-совместимых процессоров, в котором используются 64-битные элементы таблиц страниц (из которых для адресации используются только 36 бит), c помощью которых процессор может адресовать 64 ГБ физической памяти (вместо 4 ГБ, адресуемых при использовании 32-разрядных таблиц), хотя каждая задача (программа) всё = может адресовать максимум до 4 ГБ виртуальной памяти.","Physical Address Extension (PAE) — режим работы встроенного блока управления памятью x86-совместимых процессоров, в котором используются 64-битные элементы таблиц страниц (из которых для адресации используются только 36 бит), c помощью которых процессор может адресовать 64 ГБ физической памяти (вместо 4 ГБ, адресуемых при использовании 32-разрядных таблиц), хотя каждая задача (программа) всё равно может адресовать максимум до 4 ГБ виртуальной памяти."
"Уорд Кимбалл к этому времени потратил несколько месяцев, анимируя две сцены в «Белоснежке» — музыкальный № поедания супа и сцену строительства кровати, которые были в последствии вырезаны из фильма по причине затянутости.","Уорд Кимбалл к этому времени потратил несколько месяцев, анимируя две сцены в «Белоснежке» — музыкальный номер поедания супа и сцену строительства кровати, которые были в последствии вырезаны из фильма по причине затянутости."
"Присутствующие в игре телефонные № службы по борьбе с вредителями оказались реально существующими номерами: набрав их, звонивший попадает в сервис «секса по телефону».","Присутствующие в игре телефонные номера службы по борьбе с вредителями оказались реально существующими номерами: набрав их, звонивший попадает в сервис «секса по телефону»."
"Нил Дракманн признал проблему, заявив, что эти № были добавлены по ошибке.","Нил Дракманн признал проблему, заявив, что эти номера были добавлены по ошибке."
"Naughty Dog выпустили специальный патч, удаляющий эти телефонные №.","Naughty Dog выпустили специальный патч, удаляющий эти телефонные номера."
"Чтобы устранить финансовую проблему, в Риме приняли решение выплачивать Зогу ежегодно по цивильному листу 2-3 миллиона ₺.","Чтобы устранить финансовую проблему, в Риме приняли решение выплачивать Зогу ежегодно по цивильному листу 2-3 миллиона лир."
"Зогу попросил выделить ему 10 миллионов ₺ на предвыборные затраты (предполагались выборы в Учредительное собрание) и «на трансформацию режима».","Зогу попросил выделить ему 10 миллионов лир на предвыборные затраты (предполагались выборы в Учредительное собрание) и «на трансформацию режима»."
"Также было отмечено, что примерная стоимость коттеджей в посёлке «Удача», где расположен дом, составляет 40 миллионов ₽, в то время как задекларированный доход Виктора Стригунова и его супруги Марины за 2018 год составил менее 3,5 миллионов ₽.","Также было отмечено, что примерная стоимость коттеджей в посёлке «Удача», где расположен дом, составляет 40 миллионов рублей, в то время как задекларированный доход Виктора Стригунова и его супруги Марины за 2018 год составил менее 3,5 миллионов рублей."
"Пресс-служба Сибирского округа Росгвардии объяснила, что доходы семьи Стригунова с 2011 по 2017 год составили более 40 миллионов ₽ и позволили построить дом.","Пресс-служба Сибирского округа Росгвардии объяснила, что доходы семьи Стригунова с 2011 по 2017 год составили более 40 миллионов рублей и позволили построить дом."
"Когда группа заработала около 75 $ за свой концерт в школе города Саммит, Нью-Джерси, Маклис ушёл из группы (он объяснил это тем, что группа «продалась» — по словам Моррисона, он играл только ради искусства).","Когда группа заработала около 75 долларов за свой концерт в школе города Саммит, Нью-Джерси, Маклис ушёл из группы (он объяснил это тем, что группа «продалась» — по словам Моррисона, он играл только ради искусства)."
"Флаг утверждён 1 августа 2006 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 2625, и в Государственный геральдический реестр Республики Татарстан под № 71.","Флаг утверждён 1 августа 2006 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 2625, и в Государственный геральдический реестр Республики Татарстан под № 71."
"При этом наличие определённого % выбросов в атмосферу на мусоросжигательных заводах остаётся неизбежным.","При этом наличие определённого процента выбросов в атмосферу на мусоросжигательных заводах остаётся неизбежным."
"Впоследствии владелец и жильцы дачи предъявили к Думбадзе иски на сумму до 60000 ₽ (по другим сведениям 75000).","Впоследствии владелец и жильцы дачи предъявили к Думбадзе иски на сумму до 60000 рублей (по другим сведениям 75000)."
"В журнале «Возрождение», № 202—210 (Париж: 1968-69), опубликованы воспоминания Алексея Ивановича Думбадзе, из которых следует, что своё детство он провёл в Ялте, а его отца, военного, звали Иваном Антоновичем.","В журнале «Возрождение», номера 202—210 (Париж: 1968-69), опубликованы воспоминания Алексея Ивановича Думбадзе, из которых следует, что своё детство он провёл в Ялте, а его отца, военного, звали Иваном Антоновичем."
"Общая стоимость контракта на поставку $79,7 миллионов $ за 5150 винтовок с глушителями и 4 696 800 патронов к ним в течение 10 лет.","Общая стоимость контракта на поставку $79,7 миллионов долларов за 5150 винтовок с глушителями и 4 696 800 патронов к ним в течение 10 лет."
"Людмила Степановна Матис (род. 19 апреля 1951 года, Каменск-Уральский) — художественный руководитель Каменск-Уральского театра «Драма № три», заслуженный работник культуры РФ, лауреат премии губернатора Свердловской области за выдающиеся достижения в области литературы и искусства.","Людмила Степановна Матис (род. 19 апреля 1951 года, Каменск-Уральский) — художественный руководитель Каменск-Уральского театра «Драма номер три», заслуженный работник культуры РФ, лауреат премии губернатора Свердловской области за выдающиеся достижения в области литературы и искусства."
"Дети идут к Неду, который даёт им 44 $ за самую незначительную работу.","Дети идут к Неду, который даёт им 44 доллара за самую незначительную работу."
"Лиза всё = говорит, что это неправильно, но Барт уже стоит с набором на кассе.","Лиза всё равно говорит, что это неправильно, но Барт уже стоит с набором на кассе."
"Мардж всё = радуется подаркам, из-за чего дети чувствуют себя довольными, а потом оказывается, что у Мардж уже был точно такой чехол.","Мардж всё равно радуется подаркам, из-за чего дети чувствуют себя довольными, а потом оказывается, что у Мардж уже был точно такой чехол."
"Поскольку все № в гостинице уже были заняты, прибывший на встречу Сатанеев временно поселяет Пуховых в институтском музее (где хранятся пришедшие в негодность волшебные предметы), распорядившись оформить их «как экспонаты».","Поскольку все номера в гостинице уже были заняты, прибывший на встречу Сатанеев временно поселяет Пуховых в институтском музее (где хранятся пришедшие в негодность волшебные предметы), распорядившись оформить их «как экспонаты»."
"На пластинке фирмы «Мелодия» с песнями из телевизионного фильма «Чародеи» музыкальные № записаны в том варианте, в котором они звучали в фильме, за исключением песни «Представь себе».","На пластинке фирмы «Мелодия» с песнями из телевизионного фильма «Чародеи» музыкальные номера записаны в том варианте, в котором они звучали в фильме, за исключением песни «Представь себе»."
"Дефицит инвестиций в БЖД составлял[когда?] 461 млрд белорусских ₽ 2000 года (примерно 163,5 млн $).","Дефицит инвестиций в БЖД составлял[когда?] 461 млрд белорусских рублей 2000 года (примерно 163,5 млн $)."
"В 2009 году БЖД необходимо вернуть банкам 233 млрд белорусских ₽ (примерно 82,5 млн $).","В 2009 году БЖД необходимо вернуть банкам 233 млрд белорусских рублей (примерно 82,5 млн $)."
"В целом, за 2016 год, выручка составила 357,28 млн белорусских ₽ (- 1,2 % по сравнению с 2015 годом), а чистая прибыль объединения сократилась на 68,05 % до 6,27 млн ₽ (около 3 млн $ США по тогдашнему курсу).","В целом, за 2016 год, выручка составила 357,28 млн белорусских рублей (- 1,2 % по сравнению с 2015 годом), а чистая прибыль объединения сократилась на 68,05 % до 6,27 млн рублей (около 3 млн долларов США по тогдашнему курсу)."
"Совокупная прибыль составила 9,1 млн ₽ (с учётом переоценки долгосрочных активов которые не включаются в чистую прибыль).","Совокупная прибыль составила 9,1 млн рублей (с учётом переоценки долгосрочных активов которые не включаются в чистую прибыль)."
"По состоянию на 31 декабря 2016 года, обязательства объединения по лизинговым платежам составили 244,28 млн ₽, а общий объём долгосрочных кредитов и займов составил 806,8 млн ₽.","По состоянию на 31 декабря 2016 года, обязательства объединения по лизинговым платежам составили 244,28 млн рублей, а общий объём долгосрочных кредитов и займов составил 806,8 млн рублей."
"По итогам 2018 года доходы от грузоперевозок (2716 млн руб., или 1300 млн $) составили 79,4 % от общих доходов железной дороги.","По итогам 2018 года доходы от грузоперевозок (2716 млн руб., или 1300 млн долларов) составили 79,4 % от общих доходов железной дороги."
"В 2018 году доход БЖД от пассажирских перевозок составил 358 млн руб. (около 170 млн $), или 10,5 % доходов от основной деятельности, выручка по данному направлению не публиковалась.","В 2018 году доход БЖД от пассажирских перевозок составил 358 млн руб. (около 170 млн долларов), или 10,5 % доходов от основной деятельности, выручка по данному направлению не публиковалась."
